Name,Country,Team,Position,Appearances,Goals,Interceptions,Time Played (min),Fouls Conceded,Total Passes,Touches,Yellow Cards
Martin Hongla,CM,GRA,Defender,13,0,6,558,7,278,336,0
Martin Svidersky,SK,NONE,NONE,0,0,0,0,0,0,0,0
Martin Valjent,SK,MLL,Defender,28,0,29,2354,29,983,1352,5
Martín Pascual,ES,RAY,Defender,0,0,0,0,0,0,0,0
Martín Tejón,ES,VAL,Midfielder,0,0,0,0,0,0,0,0
Martín Zubimendi,ES,RSO,Midfielder,31,4,37,2655,36,1526,1864,5
Marvin Olawale Akinlabi Park,ES,LPA,Midfielder,31,0,14,1852,39,638,1086,5
Mason Greenwood,GB-ENG,GET,Forward,33,8,4,2667,39,919,1508,6
Matija Nastasic,RS,MLL,Defender,26,2,29,2257,33,981,1271,8
Matteo Gabbia,IT,ACM,Defender,18,2,10,1276,27,897,1053,5
Matías Arezo,UY,GRA,Forward,14,0,1,359,6,77,132,1
Matías Árbol,ES,SEV,Goalkeeper,0,0,0,0,0,0,0,0
Mauro Arambarri,UY,GET,Midfielder,7,0,2,337,18,135,198,2
Max Svensson,ES,OSA,Midfielder,1,0,0,2,1,0,2,0
Maximiliano Gómez,UY,CAD,Forward,31,0,3,1157,20,233,417,2
Memphis Depay,NL,ATM,Forward,23,5,1,888,14,247,457,2
Miguel Crespo da Silva,PT,RAY,Midfielder,15,0,10,521,19,269,418,4
Miguel Gutiérrez,ES,GIR,Defender,35,2,22,3037,27,1517,2278,4
Miguel Rodríguez,ES,CEL,Forward,15,0,4,291,15,95,191,2
Miguel Rubio,ES,GRA,Defender,19,1,28,1559,20,773,1003,5
Miguel de la Fuente,ES,LEG,Forward,35,13,7,2242,40,358,828,10
Miguel Ángel Brau,ES,GRA,Defender,1,0,0,30,0,8,15,0
Miguel Ángel Morro,ES,VIL,Goalkeeper,9,0,0,810,0,210,301,0
Miguel Martín García,ES,MLL,Defender,0,0,0,0,0,0,0,0
Mihailo Ristic,RS,CEL,Defender,12,0,10,808,12,389,657,2
Mika Mármol,ES,LPA,Defender,36,0,44,3181,23,2538,3036,4
Mikayil Faye,SN,BAR,Defender,0,0,0,0,0,0,0,0
Mikel Jauregizar,ES,ATH,Midfielder,7,0,0,145,4,72,108,0
Mikel Merino,ES,RSO,Midfielder,32,5,16,2485,70,1380,1902,10
Mikel Oyarzabal,ES,RSO,Forward,33,9,4,2155,20,492,790,3
Mikel Vesga,ES,ATH,Midfielder,27,3,32,1535,28,814,1064,2
Adrià Miquel Bosch,ES,GRA,Defender,1,0,0,25,0,14,17,0
Milutin Osmajic,ME,NONE,NONE,0,0,0,0,0,0,0,0
Mohamed-Ali Cho,FR,NIC,Forward,17,1,3,863,17,223,423,2
Moi Gómez,ES,OSA,Midfielder,28,3,11,2010,29,1110,1412,3
Momo Mbaye,SN,CAD,Defender,4,0,5,286,6,83,140,2
Mouctar Diakhaby,GN,VAL,Defender,14,1,11,1071,9,545,702,6
Moussa Diakité,ML,CAD,Midfielder,1,0,0,1,0,0,1,0
Munir El Haddadi,MA,LPA,Forward,38,3,11,2469,30,714,1186,3
Myrto Uzuni,AL,GRA,Midfielder,34,11,4,2459,26,285,586,3
Máximo Perrone,AR,LPA,Midfielder,29,0,24,1627,27,1307,1551,6
Nabil Aberdin,FR,NONE,NONE,0,0,0,0,0,0,0,0
Nabil Fekir,FR,BET,Forward,19,1,7,1049,22,548,831,1
José Ignacio Fernández Iglesias,ES,RMA,Defender,29,0,18,1739,21,1267,1445,4
Nacho Vidal,ES,MLL,Defender,8,0,3,416,9,159,271,2
Nahuel Molina,AR,ATM,Defender,30,2,9,1855,20,1018,1551,4
Nahuel Tenaglia,AR,ALA,Defender,25,1,12,1131,13,380,634,5
Hernando Almodóvar Marrufo,ES,CAD,Goalkeeper,0,0,0,0,0,0,0,0
Nemanja Gudelj,RS,SEV,Midfielder,22,1,27,1744,30,1051,1276,7
Nemanja Maksimovic,RS,GET,Midfielder,37,4,46,3272,20,1022,1434,4
Nemanja Radonjic,RS,MLL,Forward,11,0,3,350,1,96,212,0
Nico Paz,AR,RMA,Midfielder,4,0,1,19,1,23,32,0
Nicholas Williams Arthuer,ES,ATH,Forward,31,5,3,2281,19,660,1367,4
Nikola Maras,RS,LEV,Defender,8,0,3,675,10,397,469,1
Njegos Petrovic,RS,NONE,NONE,0,0,0,0,0,0,0,0
Nobel Mendy,FR,NONE,NONE,0,0,0,0,0,0,0,0
Oihan Sancet,ES,ATH,Midfielder,30,4,10,1990,30,766,1158,3
Omar Alderete,PY,GET,Defender,31,0,13,2194,34,1036,1350,8
Omar Mascarell,GQ,MLL,Midfielder,29,0,31,1573,31,774,978,7
Omenuke Mfulu,CD,LPA,Midfielder,5,0,2,77,0,60,81,1
Oriol Romeu,ES,BAR,Midfielder,28,0,10,930,15,799,954,4
Pablo Barrios,ES,ATM,Midfielder,24,0,28,1556,23,843,1179,5
Pablo Busto,ES,BET,Defender,2,0,1,42,0,21,36,0
Pablo Fornals,ES,BET,Midfielder,15,3,22,1153,13,605,862,2
Pablo Gozálbez,ES,VAL,Midfielder,5,0,1,99,6,30,44,0
Pablo Ibáñez,ES,OSA,Midfielder,33,1,9,1140,26,433,654,5
Pablo Maffeo,AR,MLL,Defender,22,1,10,1455,22,418,833,3
Pablo Marín,ES,RSO,Midfielder,0,0,0,0,0,0,0,0
Pablo Muñoz,ES,NONE,NONE,0,0,0,0,0,0,0,0
Pablo Sáenz,ES,GRA,Forward,1,0,0,18,0,6,11,0
Pablo Torre,ES,GIR,Midfielder,26,0,4,690,8,420,557,1
Pablo Valencia,ES,OSA,Goalkeeper,0,0,0,0,0,0,0,0
Paco Sanz,ES,ALM,Defender,1,0,0,23,0,10,15,0
Alejandro Darío Gómez Villaverde,AR,MNZ,Midfielder,2,0,1,39,0,13,21,0
Pathé Ciss,SN,RAY,Midfielder,31,1,31,1658,27,878,1203,10
Pau Ferrer Besalduch,ES,LPA,Forward,0,0,0,0,0,0,0,0
Pau Cubarsí,ES,BAR,Defender,19,0,12,1562,15,1480,1641,4
Pau Mascaró,ES,MLL,Midfielder,0,0,0,0,0,0,0,0
Pau Prim,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Pau Victor,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Paul Akouokou,CI,OLY,Midfielder,8,0,6,309,9,185,243,1
Paulo Gazzaniga,AR,GIR,Goalkeeper,38,0,0,3420,0,1208,1596,2
Pedro González López,ES,BAR,Midfielder,24,4,14,1482,11,1165,1418,3
Francisco Jesús Crespo,ES,LPA,Forward,17,2,2,499,6,196,357,1
Pep Chavarría,ES,RAY,Defender,22,1,6,1164,8,644,986,3
Pepe Reina,ES,VIL,Goalkeeper,2,0,0,180,0,57,80,2
José Luis García Vayá,ES,VAL,Midfielder,37,7,49,3305,51,1969,2558,4
Pere García,ES,NONE,NONE,0,0,0,0,0,0,0,0
Peru Nolaskoain,ES,EIB,Defender,17,2,22,1117,25,716,921,3
Peter González,DO,VAL,Midfielder,15,0,7,646,11,136,301,1
Pol Tristán,ES,GRA,Goalkeeper,0,0,0,0,0,0,0,0
Cristian Portugués Manzanera,ES,GIR,Midfielder,33,7,4,1176,18,286,469,3
Predrag Rajkovic,RS,MLL,Goalkeeper,36,0,0,3240,1,1129,1430,2
Rachad Fettal,MA,ALM,Forward,1,0,0,16,1,5,9,0
Radamel Falcao,CO,RAY,Forward,22,1,3,391,15,107,190,4
Rafa Marín,ES,ALA,Defender,33,0,33,2442,28,1018,1333,6
Rafa Mir,ES,SEV,Forward,15,2,1,382,9,85,147,1
Rafael Romero,ES,SEV,Goalkeeper,0,0,0,0,0,0,0,0
Ramon Terrats,ES,VIL,Midfielder,19,0,3,781,15,411,595,4
Randy Nteka,AO,RAY,Midfielder,16,1,2,563,19,173,325,2
Raphael Dias Belloli,BR,BAR,Forward,28,6,13,1371,17,587,957,4
Rayane Belaid,ES,ATM,Forward,0,0,0,0,0,0,0,0
Raúl Albiol,ES,VIL,Defender,26,0,16,2035,21,1264,1493,6
Raúl Fernández,ES,GRA,Goalkeeper,4,0,0,281,0,95,121,0
Raúl García,ES,ATH,Midfielder,20,1,3,404,20,129,224,4
Raúl García,ES,OSA,Forward,35,6,5,1348,13,295,492,4
Raúl García,ES,CEL,Goalkeeper,0,0,0,0,0,0,0,0
Raúl Torrente,ES,GRA,Defender,17,0,11,1252,18,759,930,4
Raúl de Tomás,ES,RAY,Forward,25,1,1,1277,24,260,504,5
Reinildo Isnard Mandava,MZ,ATM,Defender,16,2,15,723,14,361,546,2
Renato Tapia,PE,CEL,Midfielder,21,0,21,1337,24,697,1022,3
Ricard Artero,ES,GIR,Midfielder,0,0,0,0,0,0,0,0
Ricard Sánchez,ES,GRA,Defender,33,3,13,2298,27,778,1407,8
Ricardo Visus,ES,BET,Defender,3,0,2,165,3,61,82,0
Robert Lewandowski,PL,BAR,Forward,35,19,9,2758,23,566,1006,5
Robert Navarro,ES,CAD,Midfielder,28,1,19,1905,15,629,1165,0
Robin Le Normand,ES,RSO,Defender,29,2,28,2473,33,1762,2037,13
Rodrigo Sánchez Rodríguez,ES,BET,Midfielder,29,0,8,1039,6,518,778,0
Rodrigo De Paul,AR,ATM,Midfielder,34,3,11,2085,27,1478,1870,7
Rodrigo Riquelme,ES,ATM,Midfielder,34,3,9,1522,11,576,991,1
Rodrygo Silva de Goes,BR,RMA,Forward,34,10,8,2388,10,961,1470,2
Roger Martí,ES,CAD,Forward,23,2,7,1367,34,332,556,3
Roman Yaremchuk,UA,VAL,Forward,25,3,1,926,7,203,349,2
Rominigue Kouamé,ML,CAD,Midfielder,16,0,13,820,11,410,521,2
Ronald Araujo,UY,BAR,Defender,25,1,12,1994,25,1588,1844,6
Rubén Alcaraz,ES,CAD,Midfielder,36,3,33,3138,84,1527,2106,13
Rubén Duarte,ES,ALA,Defender,28,2,23,1875,31,644,1075,7
Rubén García,ES,OSA,Forward,30,3,12,1549,24,666,1027,1
Rubén Iranzo,ES,VAL,Defender,1,0,0,10,0,6,11,0
Rubén Peña,ES,OSA,Forward,29,0,30,2105,28,687,1344,3
Rubén Quintanilla,ES,MLL,Midfielder,0,0,0,0,0,0,0,0
Rubén Sobrino,ES,CAD,Forward,32,0,16,1648,46,497,850,8
Rui Tiago Dantas da Silva,PT,BET,Goalkeeper,28,0,1,2475,2,836,1113,4
Rúben Montero,ES,ALA,Goalkeeper,0,0,0,0,0,0,0,0
Salim El Jebari,MA,ATM,Forward,1,0,0,12,1,3,10,0
Salvi Sánchez,ES,ESP,Midfielder,25,2,1,872,10,279,478,0
Samu Omorodion,ES,ALA,Forward,34,8,1,1922,30,316,685,6
Samuel Dias Lino,BR,ATM,Forward,34,4,14,2087,26,926,1463,0
Samuel de Almeida Costa,PT,MLL,Midfielder,34,1,39,2305,62,1058,1523,8
Sandro Ramírez,ES,LPA,Forward,27,1,4,1819,20,593,983,3
Santi Comesaña,ES,VIL,Midfielder,27,2,23,1656,33,859,1162,6
Santiago Bueno,UY,WOL,Defender,12,0,6,820,10,476,579,1
Santiago García,ES,GET,Midfielder,1,0,0,24,1,7,16,0
Sávio Moreira de Oliveira,BR,GIR,Forward,37,9,18,2989,30,928,1686,5
Saúl Coco,GQ,LPA,Defender,30,1,20,2293,19,1412,1744,6
Saúl Ñíguez,ES,ATM,Midfielder,34,1,14,1362,41,659,985,8
Selim Amallah,MA,VAL,Midfielder,20,0,11,597,21,160,344,3
Selu Diallo,GN,ALA,Midfielder,0,0,0,0,0,0,0,0
Sergi Altimira,ES,BET,Midfielder,14,1,9,566,8,316,422,1
Sergi Canós,ES,VAL,Forward,27,1,11,1234,17,360,632,2
Sergi Cardona,ES,LPA,Defender,35,1,46,2816,52,1733,2706,10
Sergi Darder,ES,MLL,Midfielder,36,2,16,2154,19,829,1326,4
Sergi Guardiola,ES,CAD,Forward,22,1,0,475,18,191,319,1
Sergi Roberto,ES,BAR,Defender,14,3,8,863,8,631,758,4
Sergio Akieme,ES,REI,Defender,13,2,10,818,17,270,476,2
Sergio Arribas,ES,ALM,Midfielder,34,9,16,2055,14,680,1092,1
Sergio Camello,ES,RAY,Forward,31,3,3,1668,18,371,634,3
Sergio Gimeno,ES,GET,Midfielder,0,0,0,0,0,0,0,0
Sergio Herrera,ES,OSA,Goalkeeper,32,0,0,2870,0,1082,1346,2
Sergio Mestre,ES,ATM,Goalkeeper,0,0,0,0,0,0,0,0
Sergio Ramos,ES,SEV,Defender,28,3,41,2518,27,1515,1920,7
Sergio Rodelas,ES,GRA,Midfielder,3,0,0,122,2,26,57,0
Sergio Ruiz,ES,GRA,Midfielder,35,0,28,2501,42,1257,1703,9
Sheraldo Becker,SR,RSO,Midfielder,15,2,1,772,11,195,313,1
Shon Weissman,IL,SAL,Forward,11,1,3,493,3,66,129,0
Siebe Van der Heyden,BE,MLL,Defender,6,0,7,284,8,92,140,2
Silvi Clua,ES,GIR,Midfielder,1,0,0,1,1,5,10,0
Sokratis Papastathopoulos,GR,NONE,NONE,0,0,0,0,0,0,0,0
Sory Kaba,GN,LPA,Forward,17,1,0,720,16,157,311,2
Srdjan Babic,RS,NONE,NONE,0,0,0,0,0,0,0,0
Stanis Idumbo Muzambo,BE,SEV,Midfielder,0,0,0,0,0,0,0,0
Stefan Lekovic,RS,VIL,Defender,1,0,0,28,0,14,16,0
Stefan Mitrovic,RS,NONE,NONE,0,0,0,0,0,0,0,0
Stefan Savic,ME,ATM,Defender,23,0,27,1631,16,971,1185,5
Stole Dimitrievski,MK,RAY,Goalkeeper,37,0,0,3330,0,1024,1374,2
Jesús Joaquín Fernández Sáenz de la Torre,ES,SEV,Forward,29,1,5,1514,22,756,1152,5
Tadeo Allende,AR,CEL,Forward,10,1,3,330,2,88,156,1
Takefusa Kubo,JP,RSO,Midfielder,30,7,11,2153,21,710,1288,2
Tanguy Nianzou,FR,SEV,Defender,8,0,3,315,6,151,203,3
Tasos Douvikas,GR,CEL,Forward,32,7,2,885,18,164,349,2
Theo Corbeanu,CA,GRA,Forward,9,1,3,196,2,48,98,2
Thibaut Courtois,BE,RMA,Goalkeeper,4,0,0,333,0,98,145,0
Thierry Rendall Correia,PT,VAL,Defender,31,0,33,2157,41,1017,1697,4
Thomas Lemar,FR,ATM,Midfielder,3,0,0,166,3,77,104,0
Théo Zidane,FR,RMA,Midfielder,0,0,0,0,0,0,0,0
Tomás Mendes,ES,ALA,Midfielder,1,0,0,5,0,6,8,0
Toni Fuidias,ES,GIR,Goalkeeper,0,0,0,0,0,0,0,0
Toni Kroos,DE,RMA,Midfielder,33,1,17,2130,17,2368,2735,3
Antonio Latorre Grueso,ES,MLL,Defender,28,0,17,1545,19,573,979,3
Laureano Antonio Villa Suárez,ES,GIR,Midfielder,2,0,0,11,0,8,13,0
Umar Sadiq,NG,RSO,Forward,26,3,0,1076,45,180,448,4
Unai Egiluz,ES,ATH,Defender,0,0,0,0,0,0,0,0
Unai García,ES,OSA,Defender,9,1,8,559,9,194,267,4
Unai Gómez,ES,ATH,Midfielder,25,2,2,867,11,239,414,1
Unai Hernández,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Unai López,ES,RAY,Midfielder,35,1,16,2123,60,1366,1760,9
Unai Marrero,ES,RSO,Goalkeeper,2,0,0,141,0,40,49,0
Unai Núñez,ES,CEL,Defender,34,1,52,2802,37,1628,2095,4
Unai Ropero,ES,ALA,Forward,1,0,0,5,1,4,7,0
Unai Simón,ES,ATH,Goalkeeper,36,0,1,3184,0,1078,1391,2
Urko González,ES,RSO,Defender,5,0,1,154,1,89,113,1
Valery Fernández,ES,GIR,Defender,27,2,1,487,6,198,308,1
Vedat Muriqi,XK,MLL,Forward,29,7,6,2329,40,639,1043,5
Vicent Abril,ES,VAL,Goalkeeper,0,0,0,0,0,0,0,0
Vicente Guaita,ES,CEL,Goalkeeper,27,0,0,2402,1,668,957,2
Victor Wehbi Aznar Ussen,BR,CAD,Goalkeeper,0,0,0,0,0,0,0,0
Victor Chust,ES,CAD,Defender,22,0,11,1870,15,1027,1239,3
Victor Parada,ES,ALA,Defender,2,0,0,2,0,0,2,0
Viktor Tsyhankov,UA,GIR,Forward,30,8,12,2066,14,841,1259,0
Vinícius José Paixão de Oliveira Júnior,BR,RMA,Forward,26,15,1,1872,24,622,1206,7
Vinícius Augusto Tobias da Silva,BR,RMA,Defender,0,0,0,0,0,0,0,0
Vitor Hugo Roque Ferreira,BR,BAR,Forward,14,2,0,319,13,64,146,2
Víctor Díaz,ES,NONE,NONE,0,0,0,0,0,0,0,0
William Silva de Carvalho,PT,BET,Midfielder,22,1,8,669,13,627,731,2
Willian José Da Silva,BR,BET,Forward,33,10,2,1978,9,532,737,0
Williot Swedberg,SE,CEL,Midfielder,15,5,0,434,6,102,197,1
Wilson Migueis Manafá Jancó,PT,NONE,NONE,0,0,0,0,0,0,0,0
Xabier Huarte Armendáriz,ES,OSA,Midfielder,1,0,0,8,0,2,3,0
Xavi Sintes,ES,SEV,Midfielder,0,0,0,0,0,0,0,0
Xavier Pleguezuelo,ES,BET,Defender,0,0,0,0,0,0,0,0
Xeber Alkain,ES,ALA,Midfielder,10,0,1,299,9,84,140,1
Yan Bueno Couto,BR,GIR,Defender,34,1,10,2245,35,1095,1763,8
Yangel Herrera,VE,GIR,Midfielder,29,5,24,2119,65,1101,1592,9
Yannick Carrasco,BE,NONE,NONE,0,0,0,0,0,0,0,0
Yarek Gasiorowski,ES,VAL,Defender,14,0,15,732,11,238,426,1
Yassin Tallal,MA,NONE,NONE,0,0,0,0,0,0,0,0
Yassine Bounou,MA,NONE,NONE,0,0,0,0,0,0,0,0
Jesús Santiago Pérez,ES,GET,Midfielder,14,1,0,657,17,183,264,4
Yeray Álvarez,ES,ATH,Defender,19,0,11,1155,15,704,830,1
Yeremy Pino,ES,VIL,Forward,7,0,5,479,22,158,289,4
Yerson Mosquera,CO,VIL,Defender,16,2,17,1228,14,698,930,4
Yoel Lago,ES,CEL,Defender,1,0,0,90,1,86,95,0
Youssef En-Nesyri,MA,SEV,Forward,33,16,7,2573,21,311,617,4
Youssouf Sabaly,SN,BET,Defender,12,0,11,1048,9,540,804,2
Yuri Berchiche,ES,ATH,Defender,27,3,20,1931,29,1049,1576,5
Yuzún Ley,ES,MLL,Defender,0,0,0,0,0,0,0,0
Álex Baena,ES,VIL,Midfielder,34,2,13,2598,53,1050,1670,11
Álex Centelles,ES,ALM,Defender,14,0,18,979,10,410,669,2
Álex Fernández,ES,CAD,Midfielder,26,0,15,1283,5,604,809,3
Álex Morata,ES,CAD,Defender,0,0,0,0,0,0,0,0
Álex Padilla,MX,ATH,Goalkeeper,0,0,0,0,0,0,0,0
Álex Pozo,ES,ALM,Midfielder,21,0,7,970,16,449,727,3
Álex Remiro,ES,RSO,Goalkeeper,37,0,0,3276,1,1142,1423,2
Álex Sola,ES,ALA,Defender,29,0,11,1257,11,305,714,2
Álex Suárez,ES,LPA,Defender,32,2,18,2566,27,1468,1922,7
Álvaro Bastida,ES,NONE,NONE,0,0,0,0,0,0,0,0
Álvaro Carrillo,ES,RMA,Defender,0,0,0,0,0,0,0,0
Álvaro Fernández,ES,NONE,NONE,0,0,0,0,0,0,0,0
Álvaro García,ES,RAY,Midfielder,32,6,36,2492,25,687,1171,6
Álvaro García,ES,ALA,Defender,0,0,0,0,0,0,0,0
Álvaro Killane,AR,LPA,Goalkeeper,0,0,0,0,0,0,0,0
Álvaro Lemos,ES,LPA,Forward,4,0,2,251,2,145,213,1
Álvaro Morata,ES,ATM,Forward,32,15,1,1909,33,372,695,2
Álvaro Negredo,ES,VLL,Forward,12,1,0,585,2,107,164,0
Álvaro Odriozola,ES,RSO,Defender,9,0,8,397,7,188,303,0
Álvaro Rodríguez,UY,RMA,Forward,1,0,0,1,0,0,5,0
Álvaro Vallés,ES,LPA,Goalkeeper,37,0,0,3264,1,1717,2154,2
Ángel Correa,AR,ATM,Forward,32,9,2,1525,24,468,813,3
Áron Yaakobishvili,HU,BAR,Goalkeeper,0,0,0,0,0,0,0,0
Çaglar Söyüncü,TR,NONE,NONE,0,0,0,0,0,0,0,0
Éder Gabriel Militão,BR,RMA,Defender,10,0,4,497,5,326,385,0
Érik Lamela,AR,SEV,Midfielder,13,2,1,459,18,157,297,3
Étienne Capoue,FR,VIL,Midfielder,32,1,22,1444,25,798,1107,8
Íñigo Lekue,ES,ATH,Defender,27,0,15,2001,15,1025,1525,4
Íñigo Ruíz de Galarreta,ES,ATH,Midfielder,29,1,12,2104,54,1167,1508,7
Óliver Torres,ES,SEV,Midfielder,27,0,6,1620,26,825,1109,3
Óscar De Marcos,ES,ATH,Defender,28,1,15,2261,22,1172,1808,5
Óscar Melendo,ES,GRA,Midfielder,26,0,5,1126,12,395,558,2
Óscar Mingueza,ES,CEL,Defender,38,2,17,3002,21,1572,2415,4
Óscar Rodríguez,ES,GET,Midfielder,24,2,5,962,20,420,642,9
Óscar Trejo,AR,RAY,Forward,31,0,5,1381,40,747,1140,4
Óscar Valentín,ES,RAY,Midfielder,34,1,34,2700,77,1227,1667,5
Ørjan Nyland,NO,SEV,Goalkeeper,24,0,0,2160,0,676,908,1
Aarón Escandell,ES,LPA,Goalkeeper,2,0,0,152,0,75,92,0
Abde Ezzalzouli,MA,BET,Forward,26,1,5,854,9,313,583,1
Abde Raihani,MA,ATM,Forward,1,0,0,9,0,0,2,0
Abde Rebbach,DZ,ALA,Midfielder,23,1,3,714,13,148,375,1
Abdel Abqar,MA,ALA,Defender,27,0,23,2314,33,753,1067,10
Abdul Mumin,GH,RAY,Defender,20,1,22,1695,15,767,984,5
Abdón Prats,ES,MLL,Forward,34,6,2,1258,18,231,414,3
Abner Vinícius da Silva Santos,BR,BET,Defender,23,0,15,1397,16,609,1000,3
Abraham del Moral,ES,VIL,Defender,0,0,0,0,0,0,0,0
Adnan Januzaj,BE,SEV,Midfielder,8,0,1,187,3,77,135,0
Adri Embarba,ES,ALM,Forward,36,3,15,2485,37,733,1456,5
Adri López,ES,GRA,Goalkeeper,0,0,0,0,0,0,0,0
Adrià Alti,ES,VIL,Defender,11,0,5,779,11,400,574,3
Adrià Pedrosa,ES,SEV,Defender,31,1,15,1749,6,664,1255,1
Adrián Niño,ES,ATM,Forward,0,0,0,0,0,0,0,0
Adrián Rodríguez,AR,ALA,Goalkeeper,0,0,0,0,0,0,0,0
Agustín Marchesín,AR,NONE,NONE,0,0,0,0,0,0,0,0
Aiham Hanz Ousou,SY,CAD,Defender,6,0,7,429,4,179,226,0
Aihen Muñoz,ES,RSO,Defender,21,0,9,1120,17,506,873,2
Aimar Oroz,ES,OSA,Forward,33,2,16,2351,39,1011,1413,3
Aingeru Olabarrieta,ES,ATH,Forward,1,0,0,8,0,3,6,0
Aitor Fernández,ES,OSA,Goalkeeper,7,0,0,550,0,177,219,2
Aitor Fraga,ES,RSO,Goalkeeper,0,0,0,0,0,0,0,0
Aitor Gismera,ES,ATM,Midfielder,0,0,0,0,0,0,0,0
Aitor Paredes,ES,ATH,Defender,34,1,33,2706,37,1551,1823,7
Aitor Ruibal,ES,BET,Forward,18,2,14,1015,16,473,808,5
Alberto Dadie,ES,RSO,Midfielder,1,0,0,27,4,6,16,0
Alberto Flores,ES,SEV,Goalkeeper,0,0,0,0,0,0,0,0
Alberto Marí,ES,VAL,Forward,16,1,0,264,10,59,114,0
Alberto Moleiro,ES,LPA,Midfielder,28,3,7,1807,17,696,1076,1
Alberto Moreno,ES,VIL,Defender,27,2,24,1490,24,594,923,1
Alberto Perea,ES,NONE,NONE,0,0,0,0,0,0,0,0
Alberto Risco,ES,GET,Midfielder,4,0,0,135,1,43,69,0
Alberto Soro,ES,NONE,NONE,0,0,0,0,0,0,0,0
Aleix García,ES,GIR,Midfielder,37,3,36,3201,29,2724,3306,4
Aleix Garrido,ES,BAR,Midfielder,0,0,0,0,0,0,0,0
Alejandro Balde,ES,BAR,Defender,18,0,5,1378,9,669,1033,1
Alejandro Catena,ES,OSA,Defender,30,1,15,2536,47,1333,1610,8
Alejandro Herranz,ES,GET,Defender,0,0,0,0,0,0,0,0
Alejandro Quevedo,ES,MLL,Goalkeeper,0,0,0,0,0,0,0,0
Alejo Véliz,AR,SEV,Forward,6,0,0,31,4,6,15,0
Aleksandar Radovanovic,RS,ALM,Defender,9,0,11,571,7,196,283,2
Aleksandar Sedlar,RS,ALA,Defender,11,1,13,948,14,403,510,2
Alex Berenguer,ES,ATH,Forward,35,7,5,1580,30,444,895,4
Alejandro González Gorrin,ES,NONE,NONE,0,0,0,0,0,0,0,0
Alexander Sørloth,NO,VIL,Forward,34,23,0,2491,34,462,900,3
Alfonso Espino,UY,RAY,Defender,31,0,41,2512,45,1110,1841,9
Alfonso Pedraza,ES,VIL,Forward,19,1,14,1119,14,438,774,4
Amath Ndiaye,SN,VLL,Forward,9,5,3,574,12,164,308,2
Ander Astralaga,ES,BAR,Goalkeeper,0,0,0,0,0,0,0,0
Ander Barrenetxea,ES,RSO,Forward,29,4,6,1436,27,499,895,1
Ander Guevara,ES,ALA,Midfielder,37,1,13,2935,48,1456,1820,7
Ander Herrera,ES,ATH,Midfielder,23,0,15,1023,21,737,934,4
Ander Sánchez,ES,ALA,Midfielder,0,0,0,0,0,0,0,0
Andoni Gorosabel,ES,ALA,Defender,36,1,28,2863,29,959,1732,6
Andreas Christensen,DK,BAR,Defender,30,2,21,1990,26,1564,1747,4
Andrei Ratiu,RO,RAY,Defender,12,0,0,627,2,239,414,1
Andrii Lunin,UA,RMA,Goalkeeper,21,0,0,1890,0,569,779,2
Domingos André Ribeiro Almeida,PT,VAL,Midfielder,18,2,6,968,12,379,564,0
André Filipe Magalhães Ribeiro Ferreira,PT,VLL,Goalkeeper,0,0,0,0,0,0,0,0
André Miguel Valente da Silva,PT,RSO,Forward,19,3,1,729,14,160,269,1
Andrés Guardado,MX,NONE,NONE,0,0,0,0,0,0,0,0
Ansu Fati,ES,BHA,Forward,19,2,3,514,6,204,325,2
Antal Yaakobishvili,HU,GIR,Defender,1,0,3,60,1,42,51,0
Ante Budimir,HR,OSA,Forward,33,17,5,2448,40,427,806,4
Anthony Lozano,HN,ALM,Forward,13,3,2,778,22,131,286,1
Antoine Griezmann,FR,ATM,Forward,33,16,10,2654,16,1246,1736,5
Antonio Blanco,ES,ALA,Midfielder,33,0,35,2436,36,1031,1386,5
Antonio Gomis,ES,ATM,Goalkeeper,0,0,0,0,0,0,0,0
José Antonio Rodríguez Díaz,ES,GRA,Midfielder,27,0,6,720,21,185,363,3
Antonio Raíllo,ES,MLL,Defender,26,3,37,2198,32,1154,1467,4
Antonio Rüdiger,DE,RMA,Defender,33,1,11,2707,26,1798,2040,7
Antonio Sivera,ES,ALA,Goalkeeper,34,0,0,3060,0,986,1273,3
Antonio Sánchez,ES,MLL,Midfielder,29,3,13,1463,26,490,789,3
Arda Güler,TR,RMA,Midfielder,10,6,2,373,11,203,298,1
Aridane Hernández,ES,RAY,Defender,19,0,14,1691,11,784,979,3
Aristide Njalla,CM,CAD,Midfielder,0,0,0,0,0,0,0,0
Aritz Elustondo,ES,RSO,Defender,15,0,7,808,9,430,566,2
Arnau Martínez,ES,GIR,Defender,21,0,10,1240,14,749,1002,5
Arnau Puigmal,ES,ELC,Midfielder,13,0,6,592,6,179,330,1
Arsen Zakharyan,RU,RSO,Midfielder,29,1,4,1230,21,454,718,1
Artem Dovbyk,UA,GIR,Forward,36,24,0,2605,27,386,672,2
Arthur Vermeeren,BE,ATM,Midfielder,5,0,6,159,7,89,122,2
Arvin Appiah,GB-ENG,NONE,NONE,0,0,0,0,0,0,0,0
Asier Osambela,ES,OSA,Midfielder,1,0,0,9,1,5,10,0
Asier Villalibre,ES,ATH,Forward,18,2,0,503,7,122,206,0
